Time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Fx,Fy,Fz,Mx,My,Mz,Extra 1,Extra 2
14.9,-1.39814,16.8188,20.4209,4.18941,2.79999,-2.78756,5.8209,10.2721,15.4206,24.6104,16.1054,-0.924634,-0.301163,1.53442,0,0
15,0.119999,18.4204,19.4351,3.96293,2.93339,-2.53361,5.14363,10.84,18.5404,23.398,16.3834,-0.896069,-0.3349,1.51644,0,0
15.1,0.39662,16.7989,20.1815,6.22025,2.51814,-2.30713,5.7312,10.2919,17.1956,26.4017,16.2342,-0.909198,-0.28158,1.36197,0,0
15.2,0.123269,18.3553,20.3037,5.63638,2.87999,-2.59574,4.31649,10.4219,18.4786,25.9401,15.0226,-0.831111,-0.347433,1.48836,0,0
15.3,-0.719343,18.6014,17.411,-0.478581,2.50538,-3.50483,6.29425,11.1366,17.8821,16.9325,16.4314,-1.05974,-0.325578,1.64763,0,0
15.4,1.25482,17.395,19.8971,7.03659,2.68021,-2.47694,5.02941,10.8141,18.6498,26.9337,16.0468,-0.899315,-0.328256,1.31388,0,0
15.5,0.843484,20.9938,22.6685,5.92793,3.31443,-3.15715,6.49142,13.2556,21.8373,28.5964,19.9043,-1.12641,-0.397074,1.66086,0,0
15.6,-0.987353,18.657,20.4027,1.59596,2.55236,-3.21426,6.78068,11.4313,17.6697,21.9987,17.5501,-1.08525,-0.312519,1.69376,0,0
15.7,-0.0360761,19.8226,20.7666,3.90407,2.81143,-3.21492,5.59834,11.7312,19.7865,24.6706,16.926,-1.01965,-0.364776,1.64775,0,0
15.8,0.249154,17.6787,20.2116,5.01731,2.78309,-2.66299,5.79747,10.9309,17.9279,25.2289,16.8484,-0.954972,-0.317384,1.45803,0,0
15.9,-0.889151,21.0628,21.1112,1.96272,2.57808,-3.6753,6.46068,11.8692,20.1736,23.0739,17.2326,-1.11706,-0.349856,1.83669,0,0
16,-0.117057,18.9932,19.1568,3.18298,2.52457,-2.54854,4.22091,10.1159,18.8761,22.3397,14.3129,-0.825747,-0.329044,1.57805,0,0
16.1,0.475856,17.709,19.2861,4.90428,2.71705,-2.79138,5.26417,11.0139,18.1849,24.1904,16.2037,-0.940263,-0.337745,1.42236,0,0
16.2,0.276729,14.8279,18.0038,5.88978,2.57874,-1.8728,4.18723,9.04792,15.1047,23.8936,13.9411,-0.72043,-0.279367,1.20012,0,0
16.3,-0.130572,15.744,17.2315,3.34691,2.4207,-2.49448,4.04456,8.82568,15.6134,20.5784,12.7965,-0.744282,-0.290889,1.32933,0,0
16.4,0.181798,15.7786,19.5001,4.07061,2.17634,-2.75628,7.4367,10.9579,15.9604,23.5707,17.8146,-1.09104,-0.253614,1.3597,0,0
16.5,-0.668771,17.6503,18.9083,2.40261,2.69481,-2.84217,5.97087,10.7418,16.9815,21.3109,16.5653,-0.969449,-0.309236,1.54851,0,0
16.6,0.498853,17.3702,19.8248,5.17709,2.62408,-2.371,5.1542,10.5324,17.869,25.0019,15.9397,-0.887426,-0.311198,1.40953,0,0
16.7,-0.241416,21.0778,22.7705,4.35682,3.2705,-2.7504,4.58505,10.8531,20.8364,27.1273,15.9583,-0.85779,-0.36867,1.77827,0,0
16.8,0.172533,17.9861,17.7738,0.901249,2.4583,-3.52456,6.60444,11.2559,18.1586,18.675,16.794,-1.08828,-0.319029,1.53045,0,0
16.9,1.87334,19.1011,15.7457,2.83704,2.56391,-3.08031,4.95235,11.6467,20.9744,18.5827,16.0827,-0.984139,-0.370158,1.37785,0,0
17,-0.383759,15.4075,20.1135,4.71573,1.98931,-3.12293,6.82002,10.3562,15.0237,24.8292,16.0427,-1.05282,-0.259454,1.36993,0,0
17.1,1.06343,15.3954,17.1143,4.54047,1.95825,-2.9092,5.23257,10.0396,16.4588,21.6547,14.3212,-0.932831,-0.290235,1.2013,0,0
17.2,-0.216021,20.9627,22.372,6.10079,3.50941,-2.86495,4.78526,11.7621,20.7467,28.4728,17.1919,-0.914418,-0.400537,1.70592,0,0
17.3,0.462777,14.3671,20.5726,7.83626,2.37961,-2.46865,5.68205,9.64039,14.8299,28.4088,15.2334,-0.88616,-0.264198,1.18159,0,0
17.4,0.737544,18.8648,16.995,2.27945,2.49732,-3.09405,5.16499,11.6508,19.6023,19.2745,16.2191,-1.00122,-0.362317,1.48378,0,0
17.5,-1.80719,17.4517,18.463,-1.15117,2.16773,-3.19105,7.00204,10.2245,15.6445,17.3119,16.2032,-1.04937,-0.257436,1.69581,0,0
17.6,-0.933838,18.4567,19.7238,1.80849,2.52348,-3.17034,5.68063,10.2668,17.5229,21.5323,15.3005,-0.95417,-0.308399,1.65242,0,0
17.7,-0.417655,17.1392,23.6984,7.05065,2.60457,-2.67378,6.70983,11.0176,16.7216,30.7491,17.6582,-1.02331,-0.287584,1.50895,0,0
17.8,0.120762,19.6191,21.1655,4.21055,2.96413,-3.02931,5.55365,11.1756,19.7399,25.376,16.6641,-0.965682,-0.348463,1.6298,0,0
17.9,0.0788007,18.127,20.9536,5.36554,2.73339,-2.52882,3.92064,9.30612,18.2058,26.3191,13.4313,-0.748775,-0.319431,1.50541,0,0
18,0.443704,18.7999,16.9316,1.67443,2.908,-2.54996,4.86548,10.9335,19.2436,18.606,16.157,-0.887853,-0.345778,1.5132,0,0
18.1,-0.94005,19.2107,18.6865,0.329917,2.57459,-3.60042,5.58167,10.706,18.2707,19.0164,15.2618,-0.995526,-0.338981,1.70936,0,0
18.2,-1.03498,15.7321,21.3993,4.88401,2.62822,-2.37994,6.04117,9.34939,14.6972,26.2833,15.6388,-0.870681,-0.249491,1.45957,0,0
18.3,0.374385,18.1831,19.5565,4.61121,2.868,-2.54844,4.90189,10.5852,18.5575,24.1677,15.8067,-0.872135,-0.332994,1.47236,0,0
18.4,0.38572,15.2771,17.9634,5.22287,2.87672,-2.51541,5.60662,10.2619,15.6628,23.1863,16.2298,-0.891663,-0.301421,1.23847,0,0
18.5,0.43978,17.4385,16.9139,1.48185,2.43094,-2.89132,4.76227,9.6587,17.8783,18.3958,13.9606,-0.855678,-0.306561,1.44039,0,0
18.6,-0.0781468,18.1258,22.5292,7.27168,2.78179,-2.68119,4.75366,10.1508,18.0477,29.8008,15.0051,-0.851222,-0.325803,1.50445,0,0
18.7,-0.190081,17.5128,22.3417,6.45959,2.38724,-2.79574,5.68793,10.1542,17.3228,28.8013,15.4336,-0.93441,-0.289477,1.49438,0,0
18.8,0.559562,19.9093,21.0613,5.22766,3.02778,-2.80566,5.93589,12.0463,20.4689,26.2889,18.2043,-1.0212,-0.358315,1.58762,0,0
18.9,0.964464,18.2658,18.2297,4.26004,2.72075,-2.83944,5.9894,12.0605,19.2302,22.4897,17.9313,-1.0447,-0.34894,1.41391,0,0
19,-1.07356,18.1907,20.2796,2.1783,2.27639,-2.74549,7.06253,10.9641,17.1171,22.4579,17.5575,-1.0635,-0.267703,1.65073,0,0
19.1,-1.60806,17.7011,18.2457,-0.0202724,2.41732,-3.07345,4.84412,9.20443,16.093,18.2254,13.3924,-0.845519,-0.295532,1.65825,0,0
19.2,0.33929,15.664,18.3124,6.15322,2.59901,-2.08184,3.8171,9.17882,16.0033,24.4656,13.5131,-0.717528,-0.301277,1.24595,0,0
19.3,0.206648,20.099,18.8926,2.64348,2.94996,-3.05067,4.84913,11.1808,20.3056,21.536,15.9292,-0.92751,-0.369968,1.63128,0,0
19.4,0.0974383,16.4385,20.7973,7.31561,3.00129,-2.01329,6.17643,11.2633,16.5359,28.1129,18.4277,-0.945973,-0.303043,1.34406,0,0
19.5,-0.0738961,18.2574,18.9899,1.72076,2.97819,-3.42734,5.74243,10.9266,18.1835,20.7106,16.2199,-0.984295,-0.347691,1.57212,0,0
19.6,-0.0813075,18.5779,18.3764,1.94768,2.73514,-3.31127,5.44564,11.01,18.4966,20.3241,15.8795,-0.979326,-0.348322,1.56577,0,0
19.7,-0.273677,13.8163,17.5516,4.7808,2.46931,-2.29296,5.36946,9.34492,13.5426,22.3324,14.8907,-0.835937,-0.262132,1.1933,0,0
19.8,0.768171,19.1455,17.4898,1.83454,2.57645,-3.26287,5.27006,11.2532,19.9137,19.3244,15.8369,-0.98956,-0.354675,1.52636,0,0
19.9,-0.634003,14.3415,20.3392,4.17132,2.03225,-3.00729,7.95582,10.6456,13.7075,24.5105,17.6264,-1.12565,-0.23188,1.34613,0,0
20,0.0852312,17.9517,19.8439,4.72794,3.07247,-2.57176,5.72946,11.3764,18.037,24.5719,17.6066,-0.954797,-0.338735,1.4808,0,0
20.1,0.129155,16.8959,21.6823,6.1845,2.83966,-2.66211,6.26722,11.1024,17.0251,27.8668,17.5472,-0.988544,-0.310109,1.42902,0,0
20.2,0.470298,18.2664,19.0999,3.79987,2.92718,-2.6813,4.87475,10.4875,18.7367,22.8997,15.6081,-0.869189,-0.336636,1.48228,0,0
20.3,-0.352805,19.161,23.9759,8.0004,2.99824,-2.70582,4.31039,10.3582,18.8082,31.9763,14.961,-0.82663,-0.352556,1.60131,0,0
20.4,-0.833457,13.9417,18.2058,1.6631,1.79084,-3.12195,7.12215,9.41195,13.1083,19.8689,15.203,-1.02725,-0.216078,1.34585,0,0
20.5,0.568935,17.35,18.9116,3.70821,2.4631,-3.48282,6.59027,11.5898,17.9189,22.6198,17.1604,-1.10399,-0.328364,1.42101,0,0
20.6,0.238255,13.003,19.5336,6.7021,2.17569,-1.67542,5.21654,8.52825,13.2413,26.2357,14.2451,-0.76156,-0.214884,1.11892,0,0
20.7,0.27553,13.6947,17.9455,5.87245,2.38713,-1.7843,5.9761,10.3169,13.9702,23.818,16.8958,-0.902185,-0.255367,1.13379,0,0
20.8,-0.377655,14.8414,19.7431,6.11583,2.33808,-1.84283,4.77317,8.64759,14.4637,25.859,13.916,-0.743216,-0.24166,1.28391,0,0
20.9,-0.135585,18.5291,19.0833,3.40042,2.81645,-2.87214,5.30396,10.9619,18.3935,22.4837,16.2102,-0.93849,-0.340396,1.5437,0,0
21,1.10615,18.2974,20.5316,6.21022,2.76522,-2.56282,6.56531,12.2276,19.4035,26.7418,18.9953,-1.06896,-0.329711,1.41813,0,0
21.1,0.79204,19.8152,20.5162,3.75759,2.86778,-3.0607,5.92303,11.7365,20.6072,24.2738,17.4666,-1.02652,-0.352259,1.59659,0,0
21.2,-0.00730242,17.1431,18.843,3.94276,2.95519,-2.15465,4.53753,9.62949,17.1358,22.7857,14.9676,-0.768573,-0.306054,1.43316,0,0
21.3,-0.169482,13.843,17.7349,4.49066,2.6959,-1.91977,5.63354,9.28693,13.6735,22.2255,15.6966,-0.8133,-0.248072,1.20304,0,0
21.4,-0.497763,16.8469,18.6307,2.98353,2.71138,-2.73241,5.90788,10.271,16.3491,21.6142,16.1579,-0.931496,-0.294208,1.46673,0,0
21.5,0.161416,19.3403,21.5404,6.33163,3.02396,-2.56598,4.86134,11.0158,19.5017,27.872,16.3351,-0.886599,-0.352331,1.55905,0,0
21.6,-0.265939,20.0124,20.9267,5.16641,3.17426,-2.75519,5.34047,11.8352,19.7465,26.0931,17.5947,-0.963502,-0.372724,1.63882,0,0
21.7,0.200108,18.7877,21.1066,6.06897,3.21993,-2.12555,4.09807,10.3074,18.9878,27.1756,15.4999,-0.765389,-0.346645,1.51992,0,0
21.8,-0.899833,18.6941,20.1909,2.59389,2.76239,-3.13263,6.70994,11.3581,17.7943,22.7847,17.6978,-1.0602,-0.316295,1.65456,0,0
21.9,-0.211225,15.2592,17.7837,3.27465,2.38953,-2.26648,5.60837,9.4526,15.048,21.0583,15.184,-0.85893,-0.255007,1.32482,0,0
22,1.50255,17.7677,16.4053,3.96837,2.96097,-3.14462,4.26723,10.7603,19.2702,20.3736,14.8439,-0.874642,-0.377959,1.30835,0,0
22.1,-0.42899,19.0527,19.969,2.97143,2.94418,-3.42963,6.1554,11.6419,18.6237,22.9404,17.3119,-1.05126,-0.35581,1.63012,0,0
22.2,-0.495475,18.4437,18.5325,1.40217,2.50168,-3.75977,6.85686,11.7085,17.9483,19.9346,17.3073,-1.13985,-0.333393,1.60291,0,0
22.3,0.287192,17.9406,19.653,3.6777,2.5262,-2.94211,5.30199,10.303,18.2278,23.3307,15.189,-0.921199,-0.314078,1.49433,0,0
22.4,-0.741141,15.8229,20.6155,5.51289,2.54724,-2.31225,6.6367,10.6127,15.0818,26.1284,17.4844,-0.978329,-0.265065,1.40551,0,0
22.5,0.598036,17.53,15.5944,1.97198,2.62538,-2.47585,4.00336,9.85652,18.128,17.5664,14.0094,-0.788345,-0.328632,1.38226,0,0
22.6,0.501578,17.2302,19.4006,5.36085,2.64173,-2.29165,4.69687,10.0911,17.7318,24.7614,15.138,-0.830177,-0.309828,1.38309,0,0
22.7,-0.515965,17.626,19.7691,3.75464,2.41536,-2.86266,6.33272,11.0913,17.11,23.5237,16.9767,-1.0276,-0.301097,1.52359,0,0
22.8,-0.374276,18.1848,20.6505,5.43071,2.84675,-2.73427,5.28706,10.8284,17.8105,26.0812,16.2279,-0.920172,-0.33367,1.52374,0,0
22.9,-0.409045,19.4118,19.6529,2.52053,2.5444,-3.28522,4.60118,10.0996,19.0028,22.1734,13.9599,-0.88789,-0.33984,1.65367,0,0
23,-0.0530788,15.7157,16.9668,2.30735,2.69143,-2.85579,6.09109,10.0788,15.6626,19.2741,16.0055,-0.939217,-0.286047,1.34649,0,0
23.1,-0.292642,17.2202,20.5792,6.04237,2.74593,-2.36239,5.25251,10.3819,16.9276,26.6216,16.0179,-0.876923,-0.30713,1.44309,0,0
23.2,0.0150408,16.7329,19.3765,4.13328,2.5226,-2.68925,6.23954,10.7972,16.7479,23.5098,16.8701,-0.989196,-0.293086,1.41857,0,0
23.3,-0.272696,17.6811,18.9113,3.74276,2.71083,-2.75563,4.67399,10.3236,17.4084,22.6541,14.9527,-0.864934,-0.333481,1.4874,0,0
23.4,-0.0142779,17.8477,19.8543,4.62701,2.90211,-2.47977,5.52597,11.2507,17.8334,24.4813,17.1991,-0.940376,-0.3332,1.48388,0,0
23.5,0.851767,16.241,17.6583,4.77687,2.44795,-2.49296,5.16608,10.3442,17.0928,22.4352,15.4652,-0.894427,-0.303569,1.27133,0,0
23.6,-1.18986,16.4451,19.3599,3.87606,2.38778,-2.51628,5.37447,9.79658,15.2552,23.236,15.0426,-0.879724,-0.279785,1.47852,0,0
23.7,0.82659,17.1437,16.4885,3.11868,2.80838,-2.47345,4.77197,10.7145,17.9703,19.6072,15.8214,-0.871214,-0.336731,1.33933,0,0
23.8,-0.171116,18.5319,18.4774,3.07726,3.11933,-1.931,4.85611,11.0497,18.3608,21.5547,17.0941,-0.846252,-0.337316,1.53743,0,0
23.9,0.140381,16.7754,18.5452,3.64107,2.84631,-2.47083,3.50135,8.76094,16.9158,22.1863,12.6378,-0.683492,-0.317302,1.40364,0,0
24,0.858525,18.4759,20.5891,7.27158,2.84315,-2.7323,3.36009,10.0356,19.3344,27.8607,13.5065,-0.763879,-0.367529,1.41252,0,0
24.1,0.0918797,18.8275,19.9079,3.92968,2.82724,-3.07519,5.40597,11.1945,18.9194,23.8376,16.3525,-0.968785,-0.350729,1.55665,0,0
24.2,0.242179,16.0611,18.0499,3.84238,2.57089,-2.33024,5.22886,9.79233,16.3033,21.8923,15.2618,-0.849881,-0.283938,1.33581,0,0
24.3,0.515638,15.4688,18.2662,4.97164,2.38299,-2.06059,5.14058,9.9096,15.9845,23.2378,15.3726,-0.846848,-0.276378,1.25864,0,0
24.4,1.11585,17.5914,18.815,6.01283,2.87072,-2.45993,4.32227,10.4992,18.7073,24.8278,15.2323,-0.828617,-0.345229,1.33141,0,0
24.5,0.560651,18.2118,19.6738,5.29382,2.87715,-2.39563,5.41469,11.5456,18.7725,24.9676,17.4418,-0.947527,-0.34211,1.44634,0,0
24.6,-0.396075,14.6306,18.9052,4.1602,1.97972,-2.4874,6.31398,9.68584,14.2345,23.0654,15.4921,-0.949181,-0.23517,1.30638,0,0
24.7,0.175585,17.5119,17.8594,3.21557,2.70538,-2.86091,4.94494,10.2846,17.6874,21.075,15.074,-0.884644,-0.32718,1.43615,0,0
24.8,-0.332751,16.7656,20.0216,4.28892,2.58974,-2.63726,5.33425,9.88813,16.4328,24.3105,15.1749,-0.87802,-0.293427,1.45514,0,0
24.9,-0.650242,16.0621,17.7897,3.26538,2.60871,-2.59683,4.87649,9.6514,15.4118,21.0551,14.5398,-0.834671,-0.299413,1.39669,0,0
25,-0.0546047,17.8544,18.5787,3.84914,2.67857,-2.25252,4.63693,10.1082,17.7998,22.4278,15.1712,-0.823346,-0.312071,1.47165,0,0
25.1,-0.388881,18.6247,18.7703,2.49481,2.64359,-2.78309,4.70973,10.2643,18.2358,21.2651,14.8345,-0.869026,-0.329436,1.58154,0,0
25.2,0.588226,15.9411,17.3401,4.32249,2.38865,-2.6086,4.62483,9.5386,16.5293,21.6626,13.9435,-0.827044,-0.297331,1.27332,0,0
25.3,-0.195095,14.6798,18.1751,3.93699,2.25274,-2.66702,6.27975,10.2853,14.4847,22.1121,16.1508,-0.976311,-0.267759,1.28245,0,0
25.4,0.224522,16.293,17.3098,3.76216,2.74037,-2.35814,6.11943,11.2988,16.5175,21.072,17.8005,-0.97957,-0.308337,1.33037,0,0
25.5,-0.167193,17.065,21.4652,5.19115,2.41361,-2.47334,5.70047,9.87135,16.8978,26.6563,15.5121,-0.898814,-0.271735,1.47907,0,0
25.6,0.268882,17.2828,19.9426,4.59115,2.44707,-2.11705,3.85622,8.71462,17.5516,24.5337,12.9009,-0.703847,-0.282676,1.43884,0,0
25.7,0.262233,17.8725,17.7024,3.30571,2.60664,-3.00326,5.2306,11.0719,18.1347,21.0081,15.9059,-0.960199,-0.343535,1.44449,0,0
25.8,0.220707,16.8027,19.6101,5.84226,2.87606,-2.66342,5.32804,10.8674,17.0234,25.4523,16.4081,-0.919012,-0.332366,1.3665,0,0
25.9,0.0594003,15.0694,20.0158,5.88215,2.5225,-2.04021,6.03529,10.1739,15.1288,25.898,16.6915,-0.904297,-0.26104,1.28708,0,0
26,-0.437709,18.3226,20.0439,4.28303,2.94135,-2.46157,5.41807,10.8822,17.8849,24.327,16.7801,-0.90968,-0.326013,1.55155,0,0
26.1,-1.06975,19.2203,22.8062,5.40717,2.61972,-2.3128,5.37774,10.4036,18.1505,28.2134,16.0882,-0.889777,-0.29875,1.68865,0,0
26.2,-0.613512,16.7585,19.2407,2.78527,2.13503,-2.98669,5.82188,9.97892,16.145,22.026,14.9491,-0.957517,-0.278363,1.49255,0,0
26.3,-0.876617,19.0125,18.8577,2.09438,2.88478,-2.72348,5.49949,11.0035,18.1358,20.9521,16.6643,-0.939649,-0.33337,1.64652,0,0
26.4,0.317165,17.6019,19.6049,6.46362,3.02669,-2.03105,4.17077,10.8258,17.9191,26.0686,15.9922,-0.805053,-0.351383,1.38811,0,0
26.5,0.357165,15.7057,17.7191,5.05011,2.40587,-2.19203,4.63061,9.71963,16.0628,22.7692,14.5641,-0.812843,-0.290608,1.26261,0,0
26.6,-0.137438,13.9685,19.7714,6.30755,2.39421,-1.90571,5.60346,9.38448,13.8311,26.0789,15.4764,-0.833718,-0.242428,1.21501,0,0
26.7,0.142779,19.8451,19.085,2.87541,2.72631,-3.08969,4.76935,11.0755,19.9879,21.9604,15.4815,-0.931972,-0.363664,1.61917,0,0
26.8,1.01307,17.185,17.2868,3.98658,2.62353,-3.01241,5.05317,10.9412,18.1981,21.2734,15.6055,-0.942037,-0.345719,1.32889,0,0
26.9,-0.881849,14.5765,17.7114,2.53481,2.71955,-2.12958,5.24728,8.97064,13.6947,20.2462,14.8079,-0.783607,-0.257175,1.34415,0,0
27,0.569044,19.2958,21.0873,6.06025,3.15486,-2.31487,4.09143,10.3074,19.8649,27.1476,15.2388,-0.779634,-0.350572,1.5276,0,0
27.1,0.397382,18.6126,18.3698,3.06963,2.53492,-3.05154,5.16586,10.8131,19.0099,21.4395,15.4624,-0.948498,-0.337012,1.50638,0,0
27.2,0.354658,19.9929,20.4807,4.81971,3.0826,-3.08576,5.10766,11.6967,20.3476,25.3004,16.8012,-0.966434,-0.382723,1.59903,0,0
27.3,0.529698,17.7269,16.1415,1.64806,2.33089,-2.88293,5.10243,10.6309,18.2566,17.7896,15.1813,-0.936409,-0.322269,1.42364,0,0
27.4,0.584957,17.7254,17.1448,2.95007,2.3892,-3.43661,5.53513,11.1136,18.3103,20.0948,15.6013,-1.01753,-0.342129,1.41142,0,0
27.5,0.787681,15.992,17.9375,5.13415,2.56533,-2.26015,5.10308,10.3121,16.7797,23.0716,15.7204,-0.868826,-0.301035,1.25835,0,0
27.6,-0.242724,18.311,21.5373,5.12717,2.69143,-2.65405,6.12967,11.1359,18.0683,26.6645,17.3029,-0.990619,-0.31055,1.55914,0,0
27.7,-0.285339,15.9373,19.5396,5.03867,2.56348,-2.36206,5.55889,9.7847,15.6519,24.5783,15.545,-0.870675,-0.27454,1.36783,0,0
27.8,1.42877,20.0394,20.9318,7.50318,3.01328,-2.46865,4.33055,11.3847,21.4681,28.435,16.2599,-0.87231,-0.376082,1.47297,0,0
27.9,-0.850677,17.3599,19.38,3.63279,3.06189,-2.34626,3.90472,9.08018,16.5092,23.0128,13.7005,-0.705483,-0.317508,1.51953,0,0
28,-0.10703,16.4047,17.1375,2.90342,2.46113,-2.82484,5.91594,10.9334,16.2977,20.0409,16.4856,-0.989748,-0.309102,1.37645,0,0
28.1,0.996617,17.9448,19.3371,6.33948,2.85481,-2.0401,4.70461,10.9749,18.9414,25.6766,16.4942,-0.854725,-0.334955,1.36445,0,0
28.2,0.548118,17.8734,18.369,3.62069,2.62179,-2.83345,5.54406,11.1037,18.4215,21.9897,16.4361,-0.969418,-0.330447,1.43865,0,0
28.3,-0.626809,17.1027,18.4506,1.64969,2.43901,-2.76827,6.32281,10.3827,16.4759,20.1003,16.3763,-0.979501,-0.278016,1.52347,0,0
28.4,0.0368391,14.5211,17.4735,4.8924,2.25917,-2.28086,4.87518,9.27538,14.558,22.3659,14.1289,-0.814905,-0.268207,1.21028,0,0
28.5,-0.403595,19.2766,21.0154,4.84586,2.86593,-2.73394,5.66352,11.4937,18.8731,25.8612,17.2892,-0.97895,-0.342901,1.6167,0,0
28.6,0.63324,15.2798,17.1367,3.46625,2.13634,-2.85797,6.70918,10.9215,15.9131,20.603,16.909,-1.05526,-0.276198,1.25229,0,0
28.7,0.0978742,17.0589,17.207,2.72097,2.61121,-2.86865,5.65305,10.708,17.1568,19.928,16.1036,-0.955561,-0.316043,1.40984,0,0
28.8,-1.12087,19.4043,24.1849,6.30406,3.27824,-2.38211,5.65327,10.5674,18.2834,30.4889,17.1168,-0.881159,-0.317233,1.71662,0,0
28.9,0.595965,17.1781,20.0242,5.88804,2.80348,-2.88903,5.3833,11.0071,17.7741,25.9123,16.3049,-0.94737,-0.339491,1.37756,0,0
29,-0.819288,18.6128,23.7137,5.55878,3.04413,-2.76326,6.25534,10.7292,17.7935,29.2725,17.2654,-0.960462,-0.308438,1.66199,0,0
29.1,-0.00457764,18.6843,19.116,2.35988,2.37906,-3.30255,6.33447,11.5865,18.6797,21.4759,16.9975,-1.08356,-0.328011,1.57729,0,0
29.2,0.53591,17.2628,19.2749,6.56084,2.65023,-2.24402,4.53644,10.608,17.7987,25.8357,15.5507,-0.847449,-0.328975,1.34322,0,0
29.3,0.559562,18.7702,19.453,5.28325,2.96598,-2.41394,4.46102,10.6812,19.3297,24.7362,15.6942,-0.838932,-0.348002,1.4722,0,0
29.4,0.282942,15.6992,16.4396,2.63541,2.41078,-3.13612,5.72848,10.1859,15.9822,19.075,15.189,-0.956783,-0.300129,1.30056,0,0
29.5,-1.42964,14.6484,18.2865,1.36326,2.25961,-2.45503,6.77915,9.24388,13.2188,19.6497,15.8276,-0.932561,-0.215381,1.43219,0,0
29.6,-0.157057,17.0201,18.478,3.07802,2.83138,-2.53601,5.62254,10.4372,16.863,21.556,16.3551,-0.906453,-0.305462,1.44968,0,0
29.7,0.556183,15.1768,18.7845,6.98155,2.56053,-1.91759,4.44325,9.59026,15.733,25.7661,14.6764,-0.769958,-0.288754,1.19478,0,0
29.8,-0.863974,17.2571,18.3134,1.84424,2.67552,-3.01906,6.40455,10.9389,16.3932,20.1576,16.9999,-1.017,-0.306868,1.53604,0,0
