Time,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Fx,Fy,Fz,Mx,My,Mz,Extra 1,Extra 2
45,0.61155,15.411,18.0643,6.47943,2.79301,-1.78364,4.97502,10.4052,16.0226,24.5438,16.3896,-0.826323,-0.300205,1.19852,0,0
45.1,-0.809806,18.2289,18.9895,2.95334,2.92598,-2.61427,5.27278,10.335,17.4191,21.9428,15.9195,-0.879524,-0.318074,1.57581,0,0
45.2,0.815691,15.8067,18.2984,5.61033,2.59966,-2.86375,5.35104,10.3048,16.6224,23.9088,15.3918,-0.915396,-0.312515,1.24263,0,0
45.3,-0.0336783,16.633,16.5773,1.54103,2.70658,-2.70342,6.47594,10.8473,16.5993,18.1183,17.3264,-0.995902,-0.29344,1.40942,0,0
45.4,0.525774,17.2978,18.9599,4.31758,2.72544,-3.07083,5.96717,10.8367,17.8236,23.2775,16.4585,-0.986082,-0.319974,1.40366,0,0
45.5,0.756073,18.4458,18.9996,4.57121,2.97448,-2.6353,5.31823,11.209,19.2019,23.5708,16.8664,-0.930813,-0.345016,1.45001,0,0
45.6,-0.801522,13.7266,17.8897,3.36162,2.12915,-2.15203,6.82384,9.54982,12.9251,21.2514,16.3508,-0.942802,-0.210215,1.27121,0,0
45.7,0.748008,18.9534,16.3315,1.70037,2.55868,-3.27475,6.02003,12.2169,19.7014,18.0319,17.5209,-1.0898,-0.360911,1.48574,0,0
45.8,-0.461796,17.0824,17.2339,1.38713,2.52914,-2.61645,5.81153,10.5186,16.6206,18.6211,16.2429,-0.944005,-0.295581,1.4842,0,0
45.9,0.111825,17.254,17.2746,2.50211,2.58854,-3.08664,6.18395,11.1464,17.3658,19.7767,16.8323,-1.02514,-0.31913,1.42885,0,0
46,-1.23237,17.3656,20.6136,3.5068,2.83781,-2.7626,6.71049,11.0539,16.1332,24.1204,17.8396,-1.01713,-0.298315,1.58259,0,0
46.1,-0.762504,17.1194,19.9436,3.04718,2.59018,-2.58255,6.12063,10.2232,16.3569,22.9907,16.3514,-0.93933,-0.278258,1.5351,0,0
46.2,0.0232152,16.7919,17.3895,1.91225,2.00086,-3.51693,6.35921,10.7924,16.8151,19.3017,15.6356,-1.07339,-0.298531,1.42851,0,0
46.3,-0.191934,15.6751,17.5385,3.61186,2.7068,-2.31618,5.95572,10.437,15.4832,21.1503,16.7834,-0.920121,-0.285128,1.33015,0,0
46.4,0.293841,16.7395,18.4941,4.59409,2.74408,-2.46201,5.65414,10.733,17.0334,23.0882,16.6692,-0.926044,-0.308549,1.36263,0,0
46.5,-0.864846,17.9359,22.5631,6.1058,3.02451,-2.55181,5.40281,10.4542,17.0711,28.6689,16.3297,-0.8846,-0.318832,1.57476,0,0
46.6,-1.07825,17.7293,20.0471,2.05242,2.8074,-2.9177,7.06907,11.2029,16.651,22.0995,18.1617,-1.05698,-0.295768,1.62127,0,0
46.7,-0.246211,17.2946,20.0364,5.25774,2.982,-1.8255,5.69425,10.6888,17.0484,25.2942,17.5395,-0.875525,-0.294061,1.45196,0,0
46.8,-0.726972,16.937,20.3935,4.44924,2.7613,-2.48162,5.98003,10.3655,16.2101,24.8427,16.6252,-0.923787,-0.288852,1.49401,0,0
46.9,-0.400979,16.8989,19.9527,5.20663,2.98702,-2.4777,5.33218,10.3232,16.4979,25.1593,16.1647,-0.8709,-0.313673,1.43713,0,0
47,0.869969,16.2067,16.2711,3.57895,2.54386,-2.59443,4.72619,9.99222,17.0767,19.85,14.6678,-0.849216,-0.312129,1.26263,0,0
47.1,-0.640106,16.73,15.5415,-0.266484,2.83704,-2.75421,6.68771,10.8227,16.0898,15.275,17.5933,-1.00209,-0.291788,1.47302,0,0
47.2,-1.11335,13.3774,17.9443,4.1251,2.44468,-2.06735,6.26319,9.17794,12.264,22.0694,15.8185,-0.866169,-0.222803,1.24779,0,0
47.3,0.576891,16.7265,18.1636,4.43431,2.891,-2.38931,5.31311,10.453,17.3034,22.5979,16.2678,-0.877706,-0.312607,1.34048,0,0
47.4,0.548118,15.5877,17.9438,4.56576,2.61285,-2.2547,5.97981,10.7104,16.1358,22.5095,17.0483,-0.939092,-0.287943,1.26612,0,0
47.5,0.307465,13.7816,18.2899,7.21087,2.4631,-1.79552,5.55442,9.72802,14.0891,25.5008,15.95,-0.840355,-0.252967,1.10714,0,0
47.6,-0.65046,19.8012,20.392,3.6196,3.28424,-2.53438,4.66734,10.8347,19.1508,24.0116,16.2519,-0.848251,-0.35958,1.67914,0,0
47.7,-0.196184,15.1574,15.8439,2.38146,2.27105,-2.30179,5.86352,10.0271,14.9612,18.2253,15.8599,-0.915477,-0.262093,1.2867,0,0
47.8,0.531987,13.5137,17.2055,6.34014,2.25677,-2.11378,6.04826,10.2228,14.0457,23.5456,16.4141,-0.927366,-0.256354,1.07241,0,0
47.9,-0.263105,17.6274,18.019,2.21939,2.7395,-2.85568,6.34962,10.8148,17.3643,20.2384,17.0482,-0.993633,-0.30181,1.50269,0,0
48,-0.590188,17.4831,18.4698,2.66898,2.95127,-3.06702,6.09894,10.8263,16.8929,21.1388,16.8095,-0.979858,-0.32237,1.51324,0,0
48.1,0.236729,13.5267,16.3195,3.76358,2.17569,-2.31312,6.02145,9.58099,13.7634,20.0831,15.465,-0.905043,-0.241451,1.14085,0,0
48.2,-0.2388,16.875,19.1007,4.23846,2.67835,-3.03911,6.28455,10.8956,16.6362,23.3392,16.8194,-1.00861,-0.309857,1.42991,0,0
48.3,-0.237928,16.4848,17.2539,2.31073,3.02048,-2.29961,6.02777,10.6752,16.2469,19.5646,17.4238,-0.918968,-0.299024,1.40985,0,0
48.4,-0.00305176,20.2336,19.1108,2.70604,2.9213,-2.93078,4.79649,11.0683,20.2305,21.8168,15.8553,-0.91277,-0.363716,1.65575,0,0
48.5,0.0896999,17.1382,17.4757,1.24675,2.38811,-2.54549,6.58722,10.7286,17.2279,18.7224,17.1584,-1.00471,-0.272248,1.46716,0,0
48.6,-0.145067,16.9868,19.9594,3.75562,2.50211,-2.79977,7.00019,11.4042,16.8418,23.715,18.1067,-1.07537,-0.291177,1.4712,0,0
48.7,-0.163269,15.6408,18.0891,3.23715,2.62026,-2.48555,7.02286,10.7127,15.4775,21.3262,17.8702,-1.01205,-0.263868,1.35429,0,0
48.8,1.31236,16.2661,19.9501,6.9518,2.6995,-2.1722,5.63049,10.4303,17.5785,26.9019,16.588,-0.893173,-0.290144,1.24979,0,0
48.9,0.488063,13.1426,17.7637,4.93742,2.52162,-2.10212,6.82569,9.77053,13.6307,22.7012,17.0157,-0.930161,-0.227057,1.11243,0,0
49,-0.337437,16.0768,17.4697,2.33863,2.90451,-2.4534,5.8294,10.0275,15.7393,19.8083,16.308,-0.885835,-0.286681,1.39775,0,0
49.1,0.725337,17.8249,19.4249,5.84346,2.98189,-2.44577,5.45197,11.2456,18.5502,25.2683,17.2337,-0.929284,-0.336639,1.39067,0,0
49.2,-0.32305,19.7696,19.9852,3.23399,3.38636,-2.72489,5.05393,10.9545,19.4466,23.2192,16.6699,-0.88245,-0.360355,1.65786,0,0
49.3,-1.11291,15.4151,16.0532,0.39444,2.68086,-2.81165,5.69404,9.46841,14.3022,16.4477,15.0317,-0.879361,-0.278006,1.42012,0,0
49.4,-0.594548,15.4293,17.0277,2.83912,2.43367,-2.14996,4.97306,9.33129,14.8347,19.8668,14.5881,-0.806187,-0.268256,1.34703,0,0
49.5,-0.379835,15.408,17.0392,1.51672,2.43541,-3.20849,6.32008,10.2261,15.0282,18.5559,15.7731,-0.995858,-0.286498,1.37347,0,0
49.6,-0.233024,15.6033,17.3691,2.94843,2.81165,-2.49307,5.6766,9.91614,15.3703,20.3175,15.9113,-0.878264,-0.286328,1.34321,0,0
49.7,-0.0117711,18.1675,20.7542,5.76117,3.13219,-2.21721,5.2124,10.7245,18.1558,26.5154,16.8519,-0.863762,-0.325846,1.4951,0,0
49.8,0.171007,19.0382,19.5387,2.10876,2.99574,-3.25263,6.25033,11.5711,19.2092,21.6474,17.5645,-1.0395,-0.347073,1.60776,0,0
49.9,-0.267138,16.7877,18.7097,2.34778,2.99639,-2.8607,6.50112,10.601,16.5206,21.0575,17.2379,-0.975572,-0.29871,1.47151,0,0
50,-0.907026,18.8984,19.5608,0.684248,3.03563,-3.60565,6.41044,11.078,17.9914,20.245,16.9184,-1.03836,-0.339265,1.70511,0,0
50.1,-1.49166,17.1864,19.5566,1.65198,2.89143,-3.57088,6.47452,10.5015,15.6948,21.2086,16.2966,-1.01519,-0.31468,1.61113,0,0
50.2,0.466374,15.819,17.3937,4.09971,2.86724,-2.14691,4.93033,9.51941,16.2854,21.4934,15.1701,-0.789442,-0.288097,1.2816,0,0
50.3,-0.372641,18.6775,20.1984,3.93502,3.27061,-2.0353,6.45861,11.6937,18.3049,24.1334,19.3876,-0.972727,-0.31623,1.58329,0,0
50.4,0.141689,16.3112,19.9789,5.46439,2.74909,-2.47759,5.78068,10.5495,16.4529,25.4433,16.6017,-0.923374,-0.299865,1.36518,0,0
50.5,-0.724138,16.5266,18.9577,3.359,2.60533,-2.67105,6.72749,11.2903,15.8024,22.3167,17.9521,-1.0398,-0.295176,1.45988,0,0
50.6,0.606428,17.2303,18.8038,4.10669,2.55683,-3.1298,6.16858,11.0049,17.8368,22.9105,16.6005,-1.02042,-0.315687,1.39679,0,0
50.7,-0.697,17.7455,19.3256,3.07149,3.11159,-2.68805,5.93937,10.9621,17.0485,22.3971,17.325,-0.947483,-0.324672,1.54807,0,0
50.8,-0.756727,15.7518,19.3022,3.14658,2.78037,-2.43639,6.12259,9.71396,14.995,22.4487,16.1805,-0.890823,-0.264244,1.4339,0,0
50.9,0.39226,16.0016,18.9635,5.83235,2.94418,-1.93645,5.73436,10.6189,16.3938,24.7959,17.361,-0.882369,-0.292956,1.29147,0,0
51,-0.109427,17.7723,19.8854,4.13263,3.0499,-2.03868,6.01153,10.893,17.6629,24.018,17.9158,-0.913867,-0.299103,1.50078,0,0
51.1,-0.839669,16.1617,19.9357,4.39965,2.74931,-2.81612,7.30155,11.2298,15.322,24.3354,18.4646,-1.0694,-0.284811,1.44366,0,0
51.2,-0.289917,14.7124,18.5618,4.99268,2.68119,-2.31596,6.09708,10.1375,14.4225,23.5544,16.5998,-0.912488,-0.271127,1.26971,0,0
51.3,0.155531,14.8953,15.3818,2.24773,2.36784,-2.13601,5.86275,9.80879,15.0508,17.6296,15.9034,-0.887784,-0.253496,1.24156,0,0
51.4,0.0195095,14.8078,15.159,3.43432,2.53405,-1.88501,3.69056,8.64541,14.8273,18.5933,12.985,-0.671998,-0.281217,1.20206,0,0
51.5,-0.566755,15.7278,19.1398,5.27932,2.66081,-1.86811,5.96804,10.3666,15.161,24.4191,17.1273,-0.893662,-0.267824,1.35275,0,0
51.6,0.0543867,14.8075,17.7727,5.01251,2.64424,-2.13089,5.05676,9.75745,14.8618,22.7852,15.3276,-0.8223,-0.284274,1.23111,0,0
51.7,0.716073,14.2714,15.2161,3.41219,2.37786,-2.41623,6.03343,10.1779,14.9875,18.6283,16.173,-0.93436,-0.268158,1.13355,0,0
51.8,-0.162397,14.8521,16.6084,2.87563,2.61645,-2.53961,5.13938,8.96759,14.6897,19.4841,14.1838,-0.806732,-0.269528,1.27532,0,0
51.9,0.207411,16.6638,16.0006,1.3625,2.56904,-2.8171,6.3433,10.8032,16.8712,17.3631,16.8985,-1.00019,-0.295382,1.38538,0,0
52,-0.25722,18.1531,20.9675,4.35987,2.86506,-2.44893,6.77065,11.1933,17.8958,25.3274,18.3801,-1.009,-0.292099,1.55682,0,0
52.1,-1.37307,15.0591,19.1366,2.29329,2.55781,-2.46506,6.7264,9.21555,13.686,21.4299,16.0347,-0.911329,-0.22536,1.45015,0,0
52.2,0.391388,15.3436,16.8591,4.16903,2.5795,-2.23759,6.49708,10.8134,15.735,21.0281,17.6523,-0.975691,-0.274001,1.24045,0,0
52.3,-0.0108991,15.6089,17.3249,3.01078,2.4135,-2.28915,6.11213,10.1771,15.598,20.3357,16.4136,-0.929478,-0.263028,1.32756,0,0
52.4,0.0423976,15.5227,16.1774,2.4219,2.42724,-2.39443,5.94057,10.3493,15.5651,18.5993,16.3227,-0.93478,-0.276911,1.30278,0,0
52.5,-0.879669,14.8075,19.759,5.28521,2.65132,-1.80174,5.76433,9.33337,13.9278,25.0443,15.9473,-0.819266,-0.240663,1.33622,0,0
52.6,0.0838143,15.0149,15.8287,1.93002,2.30048,-2.41056,6.46112,10.3155,15.0987,17.7587,16.6665,-0.970984,-0.256962,1.2755,0,0
52.7,0.682831,15.3786,18.5787,5.80412,2.33034,-2.17536,5.81251,10.0385,16.0614,24.3828,16.006,-0.902524,-0.261952,1.22824,0,0
52.8,-0.145067,12.1293,14.5726,3.02462,2.07596,-2.18015,5.73098,9.17402,11.9843,17.5972,14.8008,-0.863029,-0.230974,1.05222,0,0
52.9,-0.325448,16.9879,16.8915,1.49863,2.51628,-3.01481,7.11932,11.3596,16.6625,18.3901,17.9804,-1.0912,-0.293142,1.45731,0,0
53,-0.909533,14.358,17.7212,3.83017,2.39541,-2.22342,5.98711,9.42405,13.4484,21.5514,15.5831,-0.876252,-0.241673,1.29461,0,0
53.1,-0.49057,16.4842,17.7985,3.24162,2.75759,-2.55345,6.13185,10.9697,15.9936,21.0401,17.3056,-0.971599,-0.304465,1.41275,0,0
53.2,-0.572314,11.7294,17.0287,5.81774,2.24086,-1.76947,5.77382,8.59048,11.1571,22.8464,14.8357,-0.798842,-0.20481,1.04368,0,0
53.3,0.47869,15.0034,18.4387,6.0367,2.60566,-2.00991,5.03104,9.49064,15.4821,24.4754,15.1174,-0.800741,-0.272255,1.20723,0,0
53.4,-0.509753,16.0006,18.0786,3.165,2.71596,-2.52151,6.40368,10.7346,15.4908,21.2436,17.3327,-0.974268,-0.287051,1.39675,0,0
53.5,0.0697545,14.619,18.6787,6.80662,2.74299,-2.14255,6.1251,10.517,14.6888,25.4853,17.2425,-0.922396,-0.278324,1.19275,0,0
53.6,0.623649,11.626,13.7838,3.8462,2.13154,-2.17002,6.11376,9.41914,12.2496,17.63,15.4944,-0.895354,-0.228208,0.930763,0,0
53.7,-0.210571,15.0818,17.0709,3.42309,2.37296,-2.40697,5.8342,9.94895,14.8712,20.494,15.7491,-0.909486,-0.26684,1.28874,0,0
53.8,-0.400216,12.8886,15.2669,2.01612,2.10201,-2.30909,6.03256,9.03179,12.4883,17.283,14.8573,-0.878107,-0.22231,1.16163,0,0
53.9,-0.515856,15.3527,18.6146,4.84347,2.77459,-2.40827,5.59714,10.1693,14.8369,23.4581,16.1328,-0.885509,-0.292652,1.32558,0,0
54,-0.33395,14.5919,16.8433,2.6135,2.3831,-2.42244,6.59736,9.93096,14.2579,19.4568,16.489,-0.952641,-0.244174,1.28513,0,0
54.1,-0.233677,15.7307,15.8176,1.84501,2.51748,-2.31345,5.56662,10.0552,15.497,17.6626,15.8259,-0.886524,-0.279586,1.33713,0,0
54.2,-0.65046,14.7441,18.6579,5.24325,2.6886,-2.30408,6.2742,10.3297,14.0937,23.9011,16.9884,-0.932611,-0.271444,1.28763,0,0
54.3,-0.713457,16.9803,17.1958,1.44097,2.55519,-3.14854,6.87637,11.3479,16.2668,18.6368,17.6309,-1.08201,-0.305256,1.49004,0,0
54.4,0.455257,13.8232,14.9626,4.06472,2.3892,-2.11018,5.59736,10.1035,14.2784,19.0273,15.9799,-0.886756,-0.270166,1.09559,0,0
54.5,-0.941576,14.76,17.5706,3.25808,2.73198,-2.09797,6.23539,10.1572,13.8185,20.8287,17.0266,-0.906121,-0.262554,1.33222,0,0
54.6,-0.138855,16.5649,18.5689,3.5008,2.98713,-2.16871,6.01305,10.5009,16.4261,22.0697,17.3323,-0.902492,-0.28931,1.41251,0,0
54.7,-0.240653,13.214,16.545,3.72478,2.41667,-1.54081,5.21949,8.3762,12.9733,20.2698,14.4715,-0.731391,-0.213426,1.15825,0,0
54.8,-0.910623,14.5353,16.7351,2.43759,2.58451,-2.05427,5.29545,8.83745,13.6247,19.1727,14.6632,-0.782153,-0.245423,1.31707,0,0
54.9,-0.783757,14.8391,17.0204,2.07084,2.66985,-2.07051,5.57109,8.73707,14.0553,19.0913,14.9075,-0.788257,-0.23719,1.3468,0,0
55,0.384194,14.9765,15.5023,2.77601,2.33013,-2.45852,5.94864,10.12,15.3607,18.2783,15.9402,-0.931327,-0.268799,1.22085,0,0
55.1,-0.0978742,14.4697,15.432,2.25263,2.30811,-2.56773,6.14144,9.99647,14.3718,17.6846,15.8783,-0.942858,-0.261926,1.23302,0,0
55.2,0.0711714,15.4684,18.8241,5.99104,2.57645,-2.17187,5.93131,10.1774,15.5396,24.8152,16.5133,-0.902987,-0.269832,1.27033,0,0
55.3,-0.841849,15.895,17.3447,2.80587,2.6256,-2.46931,6.10025,10.1189,15.0531,20.1505,16.3754,-0.923612,-0.273406,1.39853,0,0
55.4,-0.308881,13.7805,16.3598,3.38527,2.3674,-1.64839,5.80804,9.17021,13.4717,19.7451,15.6973,-0.819906,-0.221339,1.19938,0,0
55.5,-0.591714,16.595,19.6268,3.27726,2.51367,-2.57514,6.33534,10.0878,16.0033,22.9041,16.3617,-0.947865,-0.265238,1.47872,0,0
55.6,0.789533,15.8549,17.4371,4.69731,2.62015,-2.19988,4.66178,9.48443,16.6444,22.1344,14.5665,-0.789241,-0.28928,1.24845,0,0
55.7,-1.01329,13.1526,15.651,0.80283,2.19138,-2.58822,6.6682,9.06121,12.1393,16.4539,15.3326,-0.927259,-0.215178,1.25999,0,0
55.8,-0.62027,15.4053,19.0769,4.83736,2.51454,-2.14582,6.44978,10.2134,14.785,23.9142,17.0319,-0.93693,-0.252718,1.34865,0,0
55.9,-0.0767299,14.9621,18.4987,5.8027,2.72195,-2.11737,5.29927,9.5374,14.8854,24.3014,15.4412,-0.818345,-0.272324,1.24561,0,0
56,-0.549534,17.4849,17.0959,1.87531,2.80838,-3.22603,6.01229,10.9348,16.9354,18.9713,16.5294,-0.998471,-0.328707,1.4936,0,0
56.1,0.550188,15.0006,18.6534,7.23408,2.76751,-1.75683,5.32771,10.3399,15.5508,25.8875,16.6783,-0.842774,-0.286096,1.17348,0,0
56.2,-0.0519889,17.161,17.8088,4.06352,3.07105,-2.13743,5.5348,10.5945,17.109,21.8723,17.0629,-0.873752,-0.308046,1.4021,0,0
56.3,-0.644575,16.9795,17.4272,1.87378,2.75312,-2.8268,6.44902,10.808,16.335,19.301,17.1834,-0.996516,-0.298168,1.47999,0,0
56.4,-0.0680106,15.1801,16.6829,1.81318,2.40925,-2.77067,8.17435,11.553,15.1121,18.496,19.3659,-1.1551,-0.256756,1.32286,0,0
56.5,-0.281089,17.9828,21.3086,4.91671,3.13525,-2.60533,4.62854,9.45653,17.7017,26.2253,14.615,-0.779421,-0.317057,1.54193,0,0
56.6,0.308555,15.0631,16.4204,4.20434,2.84413,-1.95618,4.93785,9.76334,15.3717,20.6248,15.5891,-0.794261,-0.288774,1.21487,0,0
56.7,0.314658,16.0544,19.6589,6.42635,2.708,-2.20021,5.2596,9.57086,16.3691,26.0852,15.3382,-0.823553,-0.276584,1.30201,0,0
56.8,0.46136,14.8065,17.5738,5.33011,2.91737,-2.35519,5.67823,9.68279,15.2678,22.9039,15.9232,-0.850934,-0.278314,1.19215,0,0
56.9,-0.202288,13.9961,18.4428,5.96837,2.91029,-1.76599,5.69796,9.36911,13.7938,24.4111,16.2114,-0.800559,-0.250423,1.19064,0,0
57,-0.189754,14.9852,18.0487,5.40303,2.811,-2.2195,5.99104,10.2592,14.7955,23.4518,16.8418,-0.90038,-0.278961,1.25193,0,0
57.1,-0.0700814,14.5482,17.4469,4.08837,2.50528,-2.04686,6.30798,10.1555,14.4781,21.5353,16.9219,-0.920291,-0.251989,1.2413,0,0
57.2,-0.691659,13.4895,15.9429,2.28882,2.33525,-2.47585,6.71365,9.53576,12.7979,18.2317,16.1088,-0.942426,-0.228996,1.22504,0,0
57.3,0.0316075,17.406,18.9441,4.13688,2.78625,-2.38506,5.36771,10.1416,17.4376,23.081,15.9106,-0.868719,-0.298357,1.44325,0,0
57.4,0.0955854,18.7629,17.8992,2.73307,3.00555,-2.93525,5.7857,11.5371,18.8584,20.6323,17.3931,-0.992016,-0.350765,1.52835,0,0
57.5,0.694057,14.9173,17.4144,5.06003,2.34179,-2.6353,6.94362,10.8464,15.6114,22.4745,17.4965,-1.0398,-0.266396,1.18847,0,0
57.6,0.239781,15.3507,17.212,2.69176,2.5601,-2.76337,7.41588,10.9688,15.5905,19.9038,18.1814,-1.06881,-0.266291,1.30448,0,0
57.7,-0.112479,14.2875,14.2779,1.35738,2.65884,-2.46353,6.33545,10.1541,14.175,15.6352,16.6848,-0.936917,-0.26823,1.21561,0,0
57.8,0.368064,15.0422,15.4243,2.97001,2.39149,-2.71628,5.65382,10.0741,15.4103,18.3944,15.4031,-0.923029,-0.285841,1.21739,0,0
57.9,-0.411006,14.247,15.6739,1.71465,2.25601,-2.61677,6.30275,9.69325,13.836,17.3886,15.6352,-0.940514,-0.247899,1.26162,0,0
58,0.994328,14.4969,15.4723,3.44969,2.35182,-2.44053,6.22929,10.2862,15.4913,18.922,16.4267,-0.95474,-0.265477,1.13708,0,0
58.1,-0.535366,14.9907,18.8554,4.04075,2.62233,-2.42833,6.67463,10.0351,14.4553,22.8961,16.9037,-0.949651,-0.252332,1.33719,0,0
58.2,-0.353895,16.7669,18.6745,4.28946,2.87356,-2.52947,5.39573,10.1328,16.413,22.9639,15.8726,-0.873106,-0.304204,1.416,0,0
58.3,-0.157166,17.998,17.9543,2.64544,2.96783,-2.67748,5.15409,10.2889,17.8408,20.5997,15.7333,-0.871276,-0.323404,1.50318,0,0
58.4,0.359127,14.2864,15.4802,3.04511,1.98266,-3.05535,6.47921,10.1406,14.6455,18.5253,15.5471,-1.01732,-0.260981,1.17387,0,0
58.5,0.409481,14.0466,18.3851,6.55877,2.58179,-1.8971,6.31986,10.0566,14.4561,24.9439,17.0612,-0.902279,-0.24647,1.13892,0,0
58.6,0.523812,14.7076,18.7583,6.13131,2.47748,-2.10168,6.4173,10.3682,15.2314,24.8896,17.1613,-0.94356,-0.255903,1.19438,0,0
58.7,-0.119128,11.4592,16.4187,4.92859,2.33994,-1.99563,6.76738,9.11146,11.3401,21.3473,16.2231,-0.893236,-0.200389,1.01046,0,0
58.8,0.65482,15.8806,15.8521,2.71312,2.5844,-2.86375,6.94896,11.3007,16.5354,18.5653,17.9703,-1.06542,-0.293995,1.26965,0,0
58.9,-0.138746,15.2837,17.5436,5.90755,3.02887,-2.14855,5.5554,10.43,15.145,23.4511,16.8658,-0.868544,-0.301562,1.23587,0,0
59,0.913892,15.4562,18.4826,6.4136,2.63694,-1.61449,5.02548,9.56159,16.3701,24.8962,15.6095,-0.779966,-0.263626,1.19825,0,0
59.1,0.103651,19.0134,19.7715,4.01764,3.35029,-2.96129,5.22679,10.9394,19.1171,23.7891,16.5551,-0.907186,-0.360724,1.55993,0,0
59.2,0.487082,15.3875,16.083,3.06527,2.50211,-2.10484,5.27758,9.27996,15.8746,19.1483,14.9548,-0.814215,-0.25828,1.24731,0,0
59.3,-0.111498,16.5679,16.3204,1.42735,3.0608,-2.90484,5.7021,10.4418,16.4564,17.7477,16.2999,-0.919307,-0.32116,1.40585,0,0
59.4,0.722068,14.6146,16.3377,4.14647,2.60184,-1.96522,5.63365,9.68148,15.3367,20.4842,15.9518,-0.844015,-0.258447,1.16456,0,0
59.5,-0.185612,14.3108,20.11,7.46471,2.99377,-1.83759,6.26711,9.88933,14.1252,27.5747,17.3126,-0.862515,-0.253608,1.2129,0,0
59.6,-0.709643,15.4922,16.9714,3.01307,3.07868,-2.35062,4.79889,8.88127,14.7826,19.9844,14.4082,-0.744746,-0.28535,1.35036,0,0
59.7,-0.431715,16.2155,18.7818,3.33197,2.8244,-2.94952,6.98329,10.8409,15.7838,22.1138,17.6991,-1.03209,-0.288947,1.42071,0,0
59.8,-1.00359,16.2939,20.5643,5.37643,3.01012,-2.35977,6.13087,10.3857,15.2903,25.9407,17.1669,-0.912306,-0.288741,1.45024,0,0
59.9,-0.203705,18.1453,19.025,3.06048,3.3105,-2.26059,5.58352,10.4159,17.9416,22.0855,17.0493,-0.859595,-0.312103,1.534,0,0
60,0.0563485,11.0092,15.03,4.1432,2.46266,-1.71836,5.81098,8.24127,11.0656,19.1732,14.7966,-0.765207,-0.198339,0.956394,0,0